Age,Years_at_Company,Performance_Score,Leadership_Score,Training_Hours,Projects_Handled,Peer_Review_Score,Current_Position_Level,Promotion_Eligible,Training_Level,Leadership_Level,Projects_per_Years,Project_Level,Tenure_Level,Age_Group,Projects_per_Years_log
32.0,15.0,5.0,97.0,80.0,5.0,76.0,Senior,1,Low,Very High,0.3125,Low,Mid,Young,0.27193371548364176
22.0,19.0,1.0,87.0,155.0,6.0,36.0,Senior,0,High,Very High,0.3,Low,Senior,Young,0.26236426446749106
41.0,25.0,1.0,41.0,110.0,12.0,51.0,Senior,0,Moderate,Medium,0.46153846153846156,Moderate,Veteran,Early Mid,0.37948962170490375
46.0,16.0,5.0,14.0,103.0,19.0,50.0,Senior,0,Moderate,Low,1.1176470588235294,High,Senior,Late Mid,0.750305594399894
37.0,26.0,2.0,29.0,57.0,11.0,67.0,Senior,1,Low,Medium,0.4074074074074074,Moderate,Veteran,Early Mid,0.34174929372205665
41.0,3.0,1.0,74.0,162.0,10.0,78.0,Lead,0,Very High,Very High,2.5,Very High,New,Early Mid,1.252762968495368
53.0,2.0,5.0,9.0,23.0,18.0,73.0,Senior,0,Very Low,Low,6.0,Very High,New,Senior,1.9459101490553132
46.0,15.0,4.0,55.0,45.0,1.0,59.0,Senior,1,Low,High,0.0625,Low,Mid,Late Mid,0.06062462181643484
34.0,8.0,3.0,91.0,83.0,0.0,83.0,Senior,0,Low,Very High,0.0,Low,New,Early Mid,0.0
37.0,28.0,3.0,70.0,171.0,6.0,79.0,Junior,0,Very High,High,0.20689655172413793,Low,Veteran,Early Mid,0.18805223150293965
41.0,16.0,4.0,2.0,191.0,12.0,99.0,Junior,0,Very High,Low,0.7058823529411765,High,Senior,Early Mid,0.534082485930258
49.0,21.0,5.0,82.0,142.0,5.0,88.0,Junior,0,High,Very High,0.22727272727272727,Low,Senior,Late Mid,0.20479441264601322
41.0,6.0,1.0,78.0,31.0,17.0,86.0,Mid,0,Very Low,Very High,2.4285714285714284,Very High,New,Early Mid,1.2321436812926323
52.0,15.0,5.0,76.0,89.0,19.0,23.0,Mid,0,Moderate,Very High,1.1875,Very High,Mid,Senior,0.7827593392496325
49.0,12.0,5.0,95.0,53.0,5.0,46.0,Junior,0,Low,Very High,0.38461538461538464,Moderate,Mid,Late Mid,0.325422400434628
50.0,17.0,3.0,50.0,197.0,0.0,45.0,Mid,0,Very High,Medium,0.0,Low,Senior,Senior,0.0
55.0,7.0,4.0,54.0,103.0,14.0,10.0,Mid,1,Moderate,High,1.75,Very High,New,Senior,1.0116009116784799
58.0,1.0,3.0,0.0,18.0,12.0,64.0,Junior,1,Very Low,Low,6.0,Very High,New,Senior,1.9459101490553132
26.0,13.0,3.0,6.0,22.0,9.0,70.0,Junior,0,Very Low,Low,0.6428571428571429,High,Mid,Young,0.4964368863138911
41.0,19.0,5.0,7.0,124.0,1.0,15.0,Mid,1,High,Low,0.05,Low,Senior,Early Mid,0.04879016416943201
58.0,10.0,3.0,0.0,57.0,13.0,52.0,Mid,1,Low,Low,1.1818181818181819,Very High,Mid,Senior,0.7801585575495751
52.0,18.0,1.0,65.0,148.0,15.0,62.0,Junior,0,High,High,0.7894736842105263,High,Senior,Senior,0.581921545449721
54.0,8.0,2.0,93.0,60.0,6.0,15.0,Junior,1,Low,Very High,0.6666666666666666,High,New,Senior,0.5108256237659907
53.0,28.0,2.0,66.0,26.0,11.0,51.0,Lead,1,Very Low,High,0.3793103448275862,Moderate,Veteran,Senior,0.3215836241274623
38.0,15.0,2.0,58.0,5.0,16.0,4.0,Mid,0,Very Low,High,1.0,High,Mid,Early Mid,0.6931471805599453
44.0,26.0,5.0,11.0,145.0,7.0,18.0,Mid,0,High,Low,0.25925925925925924,Low,Veteran,Late Mid,0.2305236586118323
58.0,1.0,1.0,30.0,186.0,0.0,35.0,Mid,0,Very High,Medium,0.0,Low,New,Senior,0.0
38.0,7.0,2.0,99.0,161.0,1.0,75.0,Mid,1,Very High,Very High,0.125,Low,New,Early Mid,0.11778303565638346
39.0,23.0,1.0,50.0,156.0,0.0,76.0,Mid,0,High,Medium,0.0,Low,Veteran,Early Mid,0.0
35.0,24.0,3.0,68.0,120.0,17.0,34.0,Junior,0,High,High,0.68,High,Veteran,Early Mid,0.5187937934151676
37.0,6.0,2.0,17.0,86.0,9.0,28.0,Mid,0,Low,Low,1.2857142857142858,Very High,New,Early Mid,0.8266785731844679
45.0,24.0,3.0,86.0,103.0,19.0,40.0,Senior,1,Moderate,Very High,0.76,High,Veteran,Late Mid,0.5653138090500605
41.0,3.0,1.0,6.0,128.0,17.0,68.0,Mid,0,High,Low,4.25,Very High,New,Early Mid,1.6582280766035324
42.0,22.0,4.0,14.0,64.0,10.0,42.0,Junior,1,Low,Low,0.43478260869565216,Moderate,Senior,Late Mid,0.36101334553733055
40.0,3.0,4.0,86.0,198.0,10.0,3.0,Senior,0,Very High,Very High,2.5,Very High,New,Early Mid,1.252762968495368
37.0,27.0,3.0,23.0,164.0,17.0,17.0,Mid,0,Very High,Low,0.6071428571428571,Moderate,Veteran,Early Mid,0.4744579795951158
49.0,15.0,5.0,32.0,100.0,14.0,23.0,Senior,0,Moderate,Medium,0.875,High,Mid,Late Mid,0.6286086594223741
26.0,24.0,4.0,47.0,170.0,12.0,54.0,Senior,0,Very High,Medium,0.48,Moderate,Veteran,Young,0.3920420877760237
29.0,3.0,5.0,93.0,191.0,1.0,68.0,Senior,0,Very High,Very High,0.25,Low,New,Young,0.22314355131420976
36.0,8.0,4.0,97.0,93.0,17.0,7.0,Lead,0,Moderate,Very High,1.8888888888888888,Very High,New,Early Mid,1.0608719606852626
30.0,2.0,3.0,8.0,98.0,16.0,13.0,Lead,0,Moderate,Low,5.333333333333333,Very High,New,Young,1.8458266904983307
39.0,15.0,3.0,41.0,67.0,17.0,87.0,Senior,0,Low,Medium,1.0625,High,Mid,Early Mid,0.723918839226699
41.0,22.0,2.0,30.0,132.0,11.0,46.0,Junior,1,High,Medium,0.4782608695652174,Moderate,Senior,Early Mid,0.3908663086870117
57.0,9.0,3.0,63.0,16.0,8.0,88.0,Mid,1,Very Low,High,0.8,High,Mid,Senior,0.5877866649021191
47.0,3.0,3.0,62.0,177.0,15.0,8.0,Lead,0,Very High,High,3.75,Very High,New,Late Mid,1.55814461804655
23.0,8.0,2.0,0.0,23.0,12.0,64.0,Senior,1,Very Low,Low,1.3333333333333333,Very High,New,Young,0.8472978603872036
59.0,29.0,4.0,96.0,128.0,11.0,61.0,Lead,0,High,Very High,0.36666666666666664,Moderate,Veteran,Senior,0.3123746850421524
27.0,0.0,3.0,32.0,138.0,5.0,50.0,Lead,0,High,Medium,5.0,Very High,New,Young,1.791759469228055
24.0,0.0,3.0,51.0,108.0,0.0,26.0,Lead,0,Moderate,Medium,0.0,Low,New,Young,0.0
42.0,8.0,5.0,90.0,37.0,10.0,44.0,Lead,0,Very Low,Very High,1.1111111111111112,High,New,Late Mid,0.7472144018302211
44.0,26.0,1.0,8.0,55.0,10.0,51.0,Senior,1,Low,Low,0.37037037037037035,Moderate,Veteran,Late Mid,0.31508104663989533
47.0,2.0,3.0,4.0,95.0,0.0,51.0,Junior,0,Moderate,Low,0.0,Low,New,Late Mid,0.0
43.0,10.0,1.0,53.0,130.0,8.0,0.0,Mid,0,High,High,0.7272727272727273,High,Mid,Late Mid,0.5465437063680699
41.0,18.0,4.0,10.0,147.0,8.0,15.0,Mid,1,High,Low,0.42105263157894735,Moderate,Senior,Early Mid,0.3513978868378886
51.0,0.0,2.0,57.0,3.0,19.0,94.0,Mid,1,Very Low,High,19.0,Very High,New,Senior,2.995732273553991
53.0,5.0,4.0,30.0,77.0,16.0,37.0,Mid,1,Low,Medium,2.6666666666666665,Very High,New,Senior,1.2992829841302609
23.0,25.0,5.0,42.0,121.0,17.0,11.0,Lead,0,High,Medium,0.6538461538461539,High,Veteran,Young,0.5031035776720804
59.0,13.0,3.0,32.0,198.0,12.0,59.0,Lead,1,Very High,Medium,0.8571428571428571,High,Mid,Senior,0.6190392084062234
51.0,17.0,4.0,28.0,160.0,9.0,57.0,Lead,0,High,Medium,0.5,Moderate,Senior,Senior,0.4054651081081644
41.0,10.0,2.0,2.0,185.0,11.0,32.0,Lead,0,Very High,Low,1.0,High,Mid,Early Mid,0.6931471805599453
48.0,19.0,1.0,55.0,187.0,16.0,61.0,Senior,0,Very High,High,0.8,High,Senior,Late Mid,0.5877866649021191
33.0,17.0,4.0,52.0,172.0,7.0,94.0,Junior,1,Very High,High,0.3888888888888889,Moderate,Senior,Early Mid,0.32850406697203605
44.0,23.0,5.0,89.0,131.0,17.0,51.0,Mid,0,High,Very High,0.7083333333333334,High,Veteran,Late Mid,0.5355182363563622
36.0,19.0,3.0,64.0,112.0,8.0,4.0,Senior,0,Moderate,High,0.4,Moderate,Senior,Early Mid,0.33647223662121295
56.0,19.0,3.0,14.0,44.0,0.0,74.0,Lead,0,Low,Low,0.0,Low,Senior,Senior,0.0
24.0,19.0,5.0,3.0,16.0,6.0,51.0,Mid,1,Very Low,Low,0.3,Low,Senior,Young,0.26236426446749106
26.0,21.0,1.0,51.0,113.0,19.0,39.0,Senior,0,Moderate,Medium,0.8636363636363636,High,Senior,Young,0.622529613345992
31.0,17.0,1.0,32.0,23.0,7.0,76.0,Senior,0,Very Low,Medium,0.3888888888888889,Moderate,Senior,Young,0.32850406697203605
43.0,28.0,1.0,80.0,150.0,13.0,19.0,Junior,0,High,Very High,0.4482758620689655,Moderate,Veteran,Late Mid,0.37037378829689427
41.0,28.0,4.0,22.0,156.0,11.0,89.0,Mid,0,High,Low,0.3793103448275862,Moderate,Veteran,Early Mid,0.3215836241274623
59.0,8.0,2.0,51.0,190.0,16.0,49.0,Mid,0,Very High,Medium,1.7777777777777777,Very High,New,Senior,1.0216512475319814
41.0,21.0,2.0,92.0,80.0,14.0,96.0,Senior,1,Low,Very High,0.6363636363636364,Moderate,Senior,Early Mid,0.4924764850977942
23.0,14.0,4.0,78.0,58.0,11.0,51.0,Senior,1,Low,Very High,0.7333333333333333,High,Mid,Young,0.550046336919272
46.0,15.0,1.0,84.0,182.0,18.0,28.0,Lead,0,Very High,Very High,1.125,High,Mid,Late Mid,0.7537718023763802
59.0,15.0,3.0,46.0,64.0,7.0,34.0,Mid,0,Low,Medium,0.4375,Moderate,Mid,Senior,0.3629054936893685
51.0,21.0,2.0,61.0,65.0,17.0,82.0,Senior,1,Low,High,0.7727272727272727,High,Senior,Senior,0.5725191927713306
27.0,11.0,4.0,61.0,182.0,12.0,68.0,Senior,0,Very High,High,1.0,High,Mid,Young,0.6931471805599453
36.0,14.0,3.0,88.0,175.0,6.0,4.0,Senior,0,Very High,Very High,0.4,Moderate,Mid,Early Mid,0.33647223662121295
42.0,21.0,4.0,80.0,83.0,10.0,85.0,Mid,1,Low,Very High,0.45454545454545453,Moderate,Senior,Late Mid,0.3746934494414107
41.0,29.0,1.0,12.0,134.0,5.0,4.0,Junior,1,High,Low,0.16666666666666666,Low,Veteran,Early Mid,0.1541506798272583
34.0,10.0,1.0,71.0,50.0,4.0,51.0,Mid,0,Low,High,0.36363636363636365,Moderate,Mid,Early Mid,0.3101549283038395
32.0,0.0,1.0,51.0,187.0,8.0,15.0,Lead,1,Very High,Medium,8.0,Very High,New,Young,2.1972245773362196
25.0,20.0,1.0,34.0,93.0,15.0,60.0,Senior,0,Moderate,Medium,0.7142857142857143,High,Senior,Young,0.538996500732687
35.0,14.0,3.0,25.0,23.0,14.0,11.0,Mid,0,Very Low,Low,0.9333333333333333,High,Mid,Early Mid,0.659245628884264
33.0,7.0,4.0,3.0,56.0,13.0,95.0,Mid,0,Low,Low,1.625,Very High,New,Early Mid,0.965080896043587
35.0,9.0,3.0,43.0,103.0,10.0,88.0,Mid,1,Moderate,Medium,1.0,High,Mid,Early Mid,0.6931471805599453
46.0,15.0,2.0,40.0,133.0,14.0,50.0,Senior,0,High,Medium,0.875,High,Mid,Late Mid,0.6286086594223741
40.0,27.0,4.0,60.0,135.0,13.0,44.0,Junior,0,High,High,0.4642857142857143,Moderate,Veteran,Early Mid,0.3813675565291039
39.0,20.0,2.0,54.0,38.0,1.0,88.0,Mid,0,Very Low,High,0.047619047619047616,Low,Senior,Early Mid,0.04652001563489285
33.0,5.0,3.0,1.0,59.0,12.0,6.0,Senior,0,Low,Low,2.0,Very High,New,Early Mid,1.0986122886681096
24.0,15.0,5.0,61.0,14.0,14.0,40.0,Junior,0,Very Low,High,0.875,High,Mid,Young,0.6286086594223741
58.0,11.0,2.0,48.0,110.0,1.0,25.0,Senior,1,Moderate,Medium,0.08333333333333333,Low,Mid,Senior,0.08004270767353643
30.0,25.0,4.0,73.0,199.0,5.0,52.0,Lead,0,Very High,High,0.19230769230769232,Low,Veteran,Young,0.17589066646366422
50.0,6.0,4.0,64.0,115.0,10.0,91.0,Senior,0,Moderate,High,1.4285714285714286,Very High,New,Senior,0.8873031950009028
49.0,19.0,2.0,27.0,138.0,19.0,49.0,Junior,0,High,Low,0.95,High,Senior,Late Mid,0.6678293725756554
43.0,14.0,4.0,93.0,46.0,16.0,67.0,Junior,1,Low,Very High,1.0666666666666667,High,Mid,Late Mid,0.7259370033829362
22.0,4.0,5.0,47.0,25.0,8.0,53.0,Senior,1,Very Low,Medium,1.6,Very High,New,Young,0.9555114450274365
33.0,2.0,5.0,15.0,78.0,11.0,93.0,Senior,0,Low,Low,3.6666666666666665,Very High,New,Early Mid,1.5404450409471488
25.0,7.0,3.0,13.0,64.0,13.0,99.0,Lead,0,Low,Low,1.625,Very High,New,Young,0.965080896043587
41.0,12.0,1.0,50.0,13.0,15.0,31.0,Mid,0,Very Low,Medium,1.1538461538461537,High,Mid,Early Mid,0.7672551527136672
24.0,27.0,5.0,78.0,117.0,15.0,50.0,Junior,0,Moderate,Very High,0.5357142857142857,Moderate,Veteran,Young,0.42899560551835847
27.0,26.0,2.0,51.0,110.0,15.0,93.0,Lead,1,Moderate,Medium,0.5555555555555556,Moderate,Veteran,Young,0.44183275227903923
22.0,28.0,4.0,23.0,152.0,5.0,9.0,Junior,0,High,Low,0.1724137931034483,Low,Veteran,Young,0.15906469462968736
38.0,17.0,3.0,28.0,177.0,2.0,61.0,Lead,0,Very High,Medium,0.1111111111111111,Low,Senior,Early Mid,0.1053605156578263
24.0,28.0,1.0,97.0,37.0,16.0,65.0,Mid,0,Very Low,Very High,0.5517241379310345,Moderate,Veteran,Young,0.4393666597838457
41.0,23.0,1.0,67.0,103.0,2.0,17.0,Mid,0,Moderate,High,0.08333333333333333,Low,Veteran,Early Mid,0.08004270767353643
39.0,17.0,1.0,91.0,86.0,13.0,99.0,Lead,0,Low,Very High,0.7222222222222222,High,Senior,Early Mid,0.5436154465889815
54.0,18.0,5.0,29.0,10.0,9.0,75.0,Lead,0,Very Low,Medium,0.47368421052631576,Moderate,Senior,Senior,0.38776553100876343
47.0,16.0,4.0,84.0,71.0,19.0,37.0,Senior,1,Low,Very High,1.1176470588235294,High,Senior,Late Mid,0.750305594399894
43.0,7.0,1.0,70.0,133.0,10.0,56.0,Mid,1,High,High,1.25,Very High,New,Late Mid,0.8109302162163288
22.0,20.0,1.0,59.0,134.0,5.0,1.0,Junior,0,High,High,0.23809523809523808,Low,Senior,Young,0.21357410029805904
40.0,3.0,3.0,49.0,123.0,1.0,50.0,Lead,0,High,Medium,0.25,Low,New,Early Mid,0.22314355131420976
27.0,5.0,4.0,38.0,14.0,9.0,40.0,Lead,1,Very Low,Medium,1.5,Very High,New,Young,0.9162907318741551
47.0,28.0,5.0,50.0,103.0,16.0,6.0,Junior,0,Moderate,Medium,0.5517241379310345,Moderate,Veteran,Late Mid,0.4393666597838457
42.0,21.0,4.0,94.0,103.0,1.0,82.0,Mid,0,Moderate,Very High,0.045454545454545456,Low,Senior,Late Mid,0.04445176257083384
26.0,15.0,5.0,15.0,143.0,0.0,15.0,Lead,1,High,Low,0.0,Low,Mid,Young,0.0
39.0,4.0,1.0,92.0,72.0,7.0,40.0,Mid,0,Low,Very High,1.4,Very High,New,Early Mid,0.8754687373538999
36.0,9.0,4.0,95.0,139.0,13.0,12.0,Lead,1,High,Very High,1.3,Very High,Mid,Early Mid,0.832909122935104
41.0,9.0,5.0,13.0,13.0,4.0,38.0,Mid,0,Very Low,Low,0.4,Moderate,Mid,Early Mid,0.33647223662121295
49.0,27.0,4.0,56.0,176.0,4.0,93.0,Mid,0,Very High,High,0.14285714285714285,Low,Veteran,Late Mid,0.13353139262452263
58.0,10.0,2.0,77.0,69.0,7.0,13.0,Mid,0,Low,Very High,0.6363636363636364,Moderate,Mid,Senior,0.4924764850977942
30.0,7.0,4.0,48.0,19.0,11.0,86.0,Mid,0,Very Low,Medium,1.375,Very High,New,Young,0.8649974374866045
47.0,26.0,3.0,30.0,28.0,16.0,75.0,Senior,1,Very Low,Medium,0.5925925925925926,Moderate,Veteran,Late Mid,0.4653632496892333
41.0,4.0,3.0,67.0,97.0,1.0,21.0,Junior,0,Moderate,High,0.2,Low,New,Early Mid,0.18232155679395462
28.0,9.0,5.0,75.0,139.0,10.0,6.0,Senior,0,High,Very High,1.0,High,Mid,Young,0.6931471805599453
30.0,10.0,3.0,43.0,129.0,5.0,68.0,Lead,1,High,Medium,0.45454545454545453,Moderate,Mid,Young,0.3746934494414107
54.0,24.0,3.0,46.0,139.0,16.0,62.0,Junior,1,High,Medium,0.64,High,Veteran,Senior,0.49469624183610705
43.0,9.0,1.0,44.0,185.0,8.0,65.0,Mid,0,Very High,Medium,0.8,High,Mid,Late Mid,0.5877866649021191
22.0,26.0,3.0,51.0,154.0,0.0,74.0,Senior,0,High,Medium,0.0,Low,Veteran,Young,0.0
29.0,17.0,4.0,94.0,175.0,2.0,51.0,Senior,0,Very High,Very High,0.1111111111111111,Low,Senior,Young,0.1053605156578263
55.0,2.0,4.0,64.0,147.0,14.0,87.0,Junior,1,High,High,4.666666666666667,Very High,New,Senior,1.7346010553881064
46.0,1.0,2.0,29.0,98.0,2.0,92.0,Junior,1,Moderate,Medium,1.0,High,New,Late Mid,0.6931471805599453
54.0,12.0,1.0,51.0,81.0,5.0,95.0,Senior,0,Low,Medium,0.38461538461538464,Moderate,Mid,Senior,0.325422400434628
30.0,13.0,3.0,15.0,166.0,13.0,19.0,Mid,0,Very High,Low,0.9285714285714286,High,Mid,Young,0.6567795363890705
32.0,18.0,1.0,51.0,183.0,1.0,34.0,Senior,0,Very High,Medium,0.05263157894736842,Low,Senior,Young,0.05129329438755053
40.0,15.0,4.0,51.0,152.0,18.0,3.0,Senior,0,High,Medium,1.125,High,Mid,Early Mid,0.7537718023763802
